enterprise_id,month,stressed
9,2024-10,0
9,2024-11,0
9,2024-12,0
9,2025-01,0
9,2025-02,0
9,2025-03,0
9,2025-04,0
9,2025-05,1
9,2025-06,1
9,2025-07,0
9,2025-08,0
9,2025-09,0
9,2025-10,0
9,2025-11,0
9,2025-12,0
9,2026-01,0
9,2026-02,0
9,2026-03,0
9,2026-04,1
10,2024-01,0
10,2024-02,0
10,2024-03,0
10,2024-04,0
10,2024-05,0
10,2024-06,0
10,2024-07,0
10,2024-08,0
10,2024-09,0
10,2024-10,0
10,2024-11,0
10,2024-12,0
10,2025-01,0
10,2025-02,0
10,2025-03,0
10,2025-04,0
10,2025-05,0
10,2025-06,0
10,2025-07,0
10,2025-08,1
10,2025-09,1
10,2025-10,0
10,2025-11,0
10,2025-12,0
10,2026-01,0
10,2026-02,0
10,2026-03,0
10,2026-04,0
11,2024-01,0
11,2024-02,0
11,2024-03,0
11,2024-04,0
11,2024-05,0
11,2024-06,0
11,2024-07,1
11,2024-08,1
11,2024-09,0
11,2024-10,0
11,2024-11,0
11,2024-12,0
11,2025-01,0
11,2025-02,0
11,2025-03,0
11,2025-04,0
11,2025-05,0
11,2025-06,0
11,2025-07,0
11,2025-08,0
11,2025-09,0
11,2025-10,0
11,2025-11,0
11,2025-12,0
11,2026-01,0
11,2026-02,0
11,2026-03,0
11,2026-04,0
12,2024-01,0
12,2024-02,0
12,2024-03,0
12,2024-04,0
12,2024-05,0
12,2024-06,0
12,2024-07,0
12,2024-08,0
12,2024-09,0
12,2024-10,0
12,2024-11,0
12,2024-12,0
12,2025-01,0
12,2025-02,0
12,2025-03,0
12,2025-04,0
12,2025-05,0
12,2025-06,1
12,2025-07,1
12,2025-08,0
12,2025-09,0
12,2025-10,0
12,2025-11,0
12,2025-12,0
12,2026-01,0
12,2026-02,0
12,2026-03,0
12,2026-04,0
13,2024-01,0
13,2024-02,0
13,2024-03,0
13,2024-04,0
13,2024-05,0
13,2024-06,0
13,2024-07,0
13,2024-08,0
13,2024-09,0
13,2024-10,0
13,2024-11,0
13,2024-12,0
13,2025-01,0
13,2025-02,1
13,2025-03,1
13,2025-04,0
13,2025-05,0
13,2025-06,0
13,2025-07,0
13,2025-08,0
13,2025-09,0
13,2025-10,0
13,2025-11,0
13,2025-12,0
13,2026-01,0
13,2026-02,0
13,2026-03,0
13,2026-04,0
14,2024-01,1
14,2024-02,0
14,2024-03,0
14,2024-04,0
14,2024-05,0
14,2024-06,1
14,2024-07,0
14,2024-08,1
14,2024-09,0
14,2024-10,0
14,2024-11,0
14,2024-12,0
14,2025-01,0
14,2025-02,0
14,2025-03,0
14,2025-04,0
14,2025-05,0
14,2025-06,0
14,2025-07,0
14,2025-08,0
14,2025-09,0
14,2025-10,0
14,2025-11,0
14,2025-12,0
14,2026-01,0
14,2026-02,0
14,2026-03,0
14,2026-04,1
15,2024-01,1
15,2024-02,0
15,2024-03,0
15,2024-04,0
15,2024-05,0
15,2024-06,0
15,2024-07,0
15,2024-08,0
15,2024-09,0
15,2024-10,0
15,2024-11,1
15,2024-12,1
15,2025-01,0
15,2025-02,0
15,2025-03,0
15,2025-04,0
15,2025-05,0
15,2025-06,0
15,2025-07,0
15,2025-08,0
15,2025-09,0
15,2025-10,0
15,2025-11,0
15,2025-12,0
15,2026-01,0
15,2026-02,0
15,2026-03,0
15,2026-04,0
16,2024-01,1
16,2024-02,1
16,2024-03,0
16,2024-04,0
16,2024-05,0
16,2024-06,0
16,2024-07,0
16,2024-08,0
16,2024-09,0
16,2024-10,0
16,2024-11,0
16,2024-12,0
16,2025-01,0
16,2025-02,0
16,2025-03,0
16,2025-04,0
16,2025-05,0
16,2025-06,0
16,2025-07,0
16,2025-08,0
16,2025-09,0
16,2025-10,0
16,2025-11,0
16,2025-12,0
16,2026-01,0
16,2026-02,0
16,2026-03,0
16,2026-04,0
17,2024-01,1
17,2024-02,1
17,2024-03,1
17,2024-04,0
17,2024-05,0
17,2024-06,0
17,2024-07,0
17,2024-08,0
17,2024-09,0
17,2024-10,0
17,2024-11,0
17,2024-12,0
17,2025-01,0
17,2025-02,0
17,2025-03,0
17,2025-04,0
17,2025-05,0
17,2025-06,0
17,2025-07,0
17,2025-08,0
17,2025-09,0
17,2025-10,0
17,2025-11,0
17,2025-12,0
17,2026-01,0
17,2026-02,0
17,2026-03,0
17,2026-04,0
18,2024-01,0
18,2024-02,0
18,2024-03,0
18,2024-04,0
18,2024-05,1
18,2024-06,1
18,2024-07,0
18,2024-08,0
18,2024-09,0
18,2024-10,0
18,2024-11,0
18,2024-12,0
18,2025-01,0
18,2025-02,0
18,2025-03,0
18,2025-04,0
18,2025-05,0
18,2025-06,0
18,2025-07,0
18,2025-08,0
18,2025-09,0
18,2025-10,0
18,2025-11,0
18,2025-12,0
18,2026-01,0
18,2026-02,0
18,2026-03,0
18,2026-04,1
19,2024-01,0
19,2024-02,0
19,2024-03,0
19,2024-04,0
19,2024-05,0
19,2024-06,0
19,2024-07,0
19,2024-08,0
19,2024-09,1
19,2024-10,1
19,2024-11,0
19,2024-12,0
19,2025-01,0
19,2025-02,0
19,2025-03,0
19,2025-04,0
19,2025-05,0
19,2025-06,0
19,2025-07,0
19,2025-08,0
19,2025-09,0
19,2025-10,0
19,2025-11,0
19,2025-12,0
19,2026-01,0
19,2026-02,0
19,2026-03,0
19,2026-04,0
20,2024-01,0
20,2024-02,0
20,2024-03,0
20,2024-04,0
20,2024-05,0
20,2024-06,0
20,2024-07,0
20,2024-08,0
20,2024-09,0
20,2024-10,0
20,2024-11,0
20,2024-12,0
20,2025-01,0
20,2025-02,0
20,2025-03,0
20,2025-04,0
20,2025-05,0
20,2025-06,0
20,2025-07,0
20,2025-08,0
20,2025-09,0
20,2025-10,0
20,2025-11,0
20,2025-12,0
20,2026-01,0
20,2026-02,0
20,2026-03,0
20,2026-04,0
21,2024-01,0
21,2024-02,0
21,2024-03,0
21,2024-04,0
21,2024-05,0
21,2024-06,0
21,2024-07,0
21,2024-08,0
21,2024-09,0
21,2024-10,0
21,2024-11,0
21,2024-12,0
21,2025-01,0
21,2025-02,0
21,2025-03,0
21,2025-04,0
21,2025-05,0
21,2025-06,0
21,2025-07,0
21,2025-08,0
21,2025-09,0
21,2025-10,0
21,2025-11,0
21,2025-12,0
21,2026-01,0
21,2026-02,0
21,2026-03,0
21,2026-04,1
22,2024-01,0
22,2024-02,0
22,2024-03,0
22,2024-04,0
22,2024-05,0
22,2024-06,0
22,2024-07,0
22,2024-08,0
22,2024-09,1
22,2024-10,1
22,2024-11,0
22,2024-12,0
22,2025-01,0
22,2025-02,0
22,2025-03,0
22,2025-04,0
22,2025-05,0
22,2025-06,0
22,2025-07,0
22,2025-08,0
22,2025-09,0
22,2025-10,0
22,2025-11,0
22,2025-12,0
22,2026-01,0
22,2026-02,0
22,2026-03,0
22,2026-04,0
23,2024-01,0
23,2024-02,1
23,2024-03,0
23,2024-04,0
23,2024-05,0
23,2024-06,0
23,2024-07,0
23,2024-08,0
23,2024-09,0
23,2024-10,0
23,2024-11,0
23,2024-12,0
23,2025-01,0
23,2025-02,0
23,2025-03,1
23,2025-04,1
23,2025-05,1
23,2025-06,0
23,2025-07,0
23,2025-08,0
23,2025-09,0
23,2025-10,0
23,2025-11,0
23,2025-12,0
23,2026-01,0
23,2026-02,0
23,2026-03,0
23,2026-04,0
24,2024-01,0
24,2024-02,0
24,2024-03,0
24,2024-04,0
24,2024-05,0
24,2024-06,0
24,2024-07,0
24,2024-08,0
24,2024-09,0
24,2024-10,0
24,2024-11,1
24,2024-12,1
24,2025-01,0
24,2025-02,0
24,2025-03,0
24,2025-04,0
24,2025-05,0
24,2025-06,0
24,2025-07,0
24,2025-08,0
24,2025-09,0
24,2025-10,0
24,2025-11,0
24,2025-12,0
24,2026-01,0
24,2026-02,1
24,2026-03,1
24,2026-04,1
25,2024-01,0
25,2024-02,0
25,2024-03,0
25,2024-04,0
25,2024-05,0
25,2024-06,0
25,2024-07,0
25,2024-08,0
25,2024-09,0
25,2024-10,0
25,2024-11,0
25,2024-12,0
25,2025-01,1
25,2025-02,1
25,2025-03,0
25,2025-04,0
25,2025-05,0
25,2025-06,0
25,2025-07,0
25,2025-08,0
25,2025-09,0
25,2025-10,0
25,2025-11,0
25,2025-12,0
25,2026-01,1
25,2026-02,1
25,2026-03,1
25,2026-04,1
26,2024-01,0
26,2024-02,0
26,2024-03,0
26,2024-04,0
26,2024-05,0
26,2024-06,0
26,2024-07,0
26,2024-08,0
26,2024-09,0
26,2024-10,0
26,2024-11,0
26,2024-12,0
26,2025-01,0
26,2025-02,0
26,2025-03,0
26,2025-04,0
26,2025-05,0
26,2025-06,0
26,2025-07,0
26,2025-08,0
26,2025-09,0
26,2025-10,0
26,2025-11,0
26,2025-12,0
26,2026-01,0
26,2026-02,0
26,2026-03,0
26,2026-04,0
27,2024-01,0
27,2024-02,0
27,2024-03,0
27,2024-04,0
27,2024-05,0
27,2024-06,0
27,2024-07,0
27,2024-08,0
27,2024-09,0
27,2024-10,0
27,2024-11,0
27,2024-12,0
27,2025-01,0
27,2025-02,0
27,2025-03,0
27,2025-04,0
27,2025-05,0
27,2025-06,0
27,2025-07,0
27,2025-08,0
27,2025-09,0
27,2025-10,0
27,2025-11,0
27,2025-12,0
27,2026-01,0
27,2026-02,0
27,2026-03,0
27,2026-04,0
28,2024-01,0
28,2024-02,0
28,2024-03,0
28,2024-04,0
28,2024-05,0
28,2024-06,0
28,2024-07,0
28,2024-08,0
28,2024-09,0
28,2024-10,0
28,2024-11,0
28,2024-12,0
28,2025-01,0
28,2025-02,0
28,2025-03,0
28,2025-04,0
28,2025-05,0
28,2025-06,0
28,2025-07,0
28,2025-08,0
28,2025-09,0
28,2025-10,0
28,2025-11,0
28,2025-12,0
28,2026-01,0
28,2026-02,0
28,2026-03,0
28,2026-04,0
29,2024-01,0
29,2024-02,1
29,2024-03,1
29,2024-04,0
29,2024-05,0
29,2024-06,0
29,2024-07,0
29,2024-08,0
29,2024-09,0
29,2024-10,0
29,2024-11,0
29,2024-12,0
29,2025-01,0
29,2025-02,0
29,2025-03,0
29,2025-04,0
29,2025-05,0
29,2025-06,0
29,2025-07,0
29,2025-08,0
29,2025-09,0
29,2025-10,0
29,2025-11,0
29,2025-12,0
29,2026-01,0
29,2026-02,0
29,2026-03,0
29,2026-04,0
30,2024-01,0
30,2024-02,0
30,2024-03,0
30,2024-04,1
30,2024-05,1
30,2024-06,0
30,2024-07,0
30,2024-08,0
30,2024-09,0
30,2024-10,0
30,2024-11,0
30,2024-12,0
30,2025-01,0
30,2025-02,0
30,2025-03,0
30,2025-04,0
30,2025-05,0
30,2025-06,0
30,2025-07,0
30,2025-08,0
30,2025-09,0
30,2025-10,0
30,2025-11,0
30,2025-12,0
30,2026-01,0
30,2026-02,0
30,2026-03,0
30,2026-04,0
31,2024-01,0
31,2024-02,0
31,2024-03,0
31,2024-04,0
31,2024-05,0
31,2024-06,0
31,2024-07,0
31,2024-08,0
31,2024-09,0
31,2024-10,0
31,2024-11,0
31,2024-12,0
31,2025-01,0
31,2025-02,0
31,2025-03,0
31,2025-04,0
31,2025-05,0
31,2025-06,0
31,2025-07,0
31,2025-08,0
31,2025-09,0
31,2025-10,0
31,2025-11,1
31,2025-12,1
31,2026-01,0
31,2026-02,0
31,2026-03,0
31,2026-04,0
32,2024-01,0
32,2024-02,0
32,2024-03,0
32,2024-04,1
32,2024-05,1
32,2024-06,0
32,2024-07,0
32,2024-08,0
32,2024-09,0
32,2024-10,0
32,2024-11,0
32,2024-12,0
32,2025-01,0
32,2025-02,0
32,2025-03,0
32,2025-04,0
32,2025-05,0
32,2025-06,0
32,2025-07,0
32,2025-08,0
32,2025-09,0
32,2025-10,0
32,2025-11,0
32,2025-12,0
32,2026-01,0
32,2026-02,0
32,2026-03,0
32,2026-04,0
33,2024-01,0
33,2024-02,0
33,2024-03,0
33,2024-04,0
33,2024-05,0
33,2024-06,0
33,2024-07,0
33,2024-08,0
33,2024-09,0
33,2024-10,0
33,2024-11,0
33,2024-12,0
33,2025-01,0
33,2025-02,0
33,2025-03,0
33,2025-04,0
33,2025-05,0
33,2025-06,0
33,2025-07,0
33,2025-08,0
33,2025-09,0
33,2025-10,0
33,2025-11,0
33,2025-12,0
33,2026-01,0
33,2026-02,0
33,2026-03,0
33,2026-04,0
34,2024-01,0
34,2024-02,0
34,2024-03,0
34,2024-04,1
34,2024-05,1
34,2024-06,0
34,2024-07,0
34,2024-08,0
34,2024-09,0
34,2024-10,0
34,2024-11,0
34,2024-12,0
34,2025-01,1
34,2025-02,1
34,2025-03,0
34,2025-04,0
34,2025-05,0
34,2025-06,0
34,2025-07,0
34,2025-08,0
34,2025-09,0
34,2025-10,0
34,2025-11,0
34,2025-12,0
34,2026-01,0
34,2026-02,0
34,2026-03,0
34,2026-04,0
35,2024-01,0
35,2024-02,0
35,2024-03,0
35,2024-04,0
35,2024-05,0
35,2024-06,0
35,2024-07,0
35,2024-08,0
35,2024-09,0
35,2024-10,0
35,2024-11,0
35,2024-12,0
35,2025-01,0
35,2025-02,0
35,2025-03,0
35,2025-04,0
35,2025-05,0
35,2025-06,0
35,2025-07,0
35,2025-08,0
35,2025-09,0
35,2025-10,0
35,2025-11,0
35,2025-12,0
35,2026-01,0
35,2026-02,0
35,2026-03,0
35,2026-04,0
36,2024-01,0
36,2024-02,0
36,2024-03,0
36,2024-04,0
36,2024-05,0
36,2024-06,0
36,2024-07,0
36,2024-08,0
36,2024-09,0
36,2024-10,0
36,2024-11,0
36,2024-12,0
36,2025-01,0
36,2025-02,0
36,2025-03,0
36,2025-04,0
36,2025-05,0
36,2025-06,0
36,2025-07,0
36,2025-08,0
36,2025-09,0
36,2025-10,0
36,2025-11,0
36,2025-12,0
36,2026-01,0
36,2026-02,0
36,2026-03,0
36,2026-04,0
37,2024-01,0
37,2024-02,0
37,2024-03,0
37,2024-04,0
37,2024-05,0
37,2024-06,0
37,2024-07,0
37,2024-08,0
37,2024-09,0
37,2024-10,0
37,2024-11,0
37,2024-12,0
37,2025-01,0
37,2025-02,0
37,2025-03,0
37,2025-04,0
37,2025-05,0
37,2025-06,0
37,2025-07,0
37,2025-08,0
37,2025-09,0
37,2025-10,0
37,2025-11,0
37,2025-12,0
37,2026-01,0
37,2026-02,1
37,2026-03,1
37,2026-04,1
38,2024-01,0
38,2024-02,0
38,2024-03,0
38,2024-04,0
38,2024-05,0
38,2024-06,0
38,2024-07,0
38,2024-08,0
38,2024-09,0
38,2024-10,0
38,2024-11,0
38,2024-12,0
38,2025-01,0
38,2025-02,1
38,2025-03,1
38,2025-04,0
38,2025-05,0
38,2025-06,0
38,2025-07,0
38,2025-08,0
38,2025-09,0
38,2025-10,0
38,2025-11,0
38,2025-12,0
38,2026-01,0
38,2026-02,0
38,2026-03,0
38,2026-04,0
39,2024-01,0
39,2024-02,0
39,2024-03,0
39,2024-04,0
39,2024-05,0
39,2024-06,0
39,2024-07,0
39,2024-08,0
39,2024-09,0
39,2024-10,0
39,2024-11,0
39,2024-12,0
39,2025-01,0
39,2025-02,0
39,2025-03,0
39,2025-04,0
39,2025-05,0
39,2025-06,0
39,2025-07,0
39,2025-08,0
39,2025-09,0
39,2025-10,0
39,2025-11,0
39,2025-12,0
39,2026-01,0
39,2026-02,1
39,2026-03,1
39,2026-04,0
40,2024-01,0
40,2024-02,0
40,2024-03,0
40,2024-04,0
40,2024-05,0
40,2024-06,0
40,2024-07,0
40,2024-08,0
40,2024-09,0
40,2024-10,0
40,2024-11,0
40,2024-12,0
40,2025-01,0
40,2025-02,1
40,2025-03,1
40,2025-04,1
40,2025-05,0
40,2025-06,0
40,2025-07,0
40,2025-08,0
40,2025-09,0
40,2025-10,0
40,2025-11,0
40,2025-12,0
40,2026-01,0
40,2026-02,0
40,2026-03,0
40,2026-04,0
41,2024-01,0
41,2024-02,0
41,2024-03,0
41,2024-04,0
41,2024-05,0
41,2024-06,0
41,2024-07,0
41,2024-08,0
41,2024-09,0
41,2024-10,0
41,2024-11,0
41,2024-12,0
41,2025-01,0
41,2025-02,0
41,2025-03,0
41,2025-04,0
41,2025-05,0
41,2025-06,0
41,2025-07,0
41,2025-08,0
41,2025-09,0
41,2025-10,0
41,2025-11,0
41,2025-12,0
41,2026-01,0
41,2026-02,0
41,2026-03,0
41,2026-04,0
42,2024-01,0
42,2024-02,0
42,2024-03,0
42,2024-04,0
42,2024-05,0
42,2024-06,0
42,2024-07,0
42,2024-08,0
42,2024-09,0
42,2024-10,0
42,2024-11,0
42,2024-12,0
42,2025-01,0
42,2025-02,0
42,2025-03,0
42,2025-04,0
42,2025-05,0
42,2025-06,0
42,2025-07,0
42,2025-08,0
42,2025-09,0
42,2025-10,0
42,2025-11,0
42,2025-12,0
42,2026-01,0
42,2026-02,0
42,2026-03,0
42,2026-04,0
43,2024-01,0
43,2024-02,0
43,2024-03,0
43,2024-04,0
43,2024-05,0
43,2024-06,0
43,2024-07,0
43,2024-08,0
43,2024-09,0
43,2024-10,0
43,2024-11,0
43,2024-12,0
43,2025-01,0
43,2025-02,0
43,2025-03,0
43,2025-04,0
43,2025-05,0
43,2025-06,0
43,2025-07,0
43,2025-08,0
43,2025-09,0
43,2025-10,0
43,2025-11,0
43,2025-12,0
43,2026-01,0
43,2026-02,0
43,2026-03,0
43,2026-04,0
44,2024-01,0
44,2024-02,0
44,2024-03,0
44,2024-04,0
44,2024-05,0
44,2024-06,0
44,2024-07,0
44,2024-08,0
44,2024-09,0
44,2024-10,0
44,2024-11,0
44,2024-12,0
44,2025-01,0
44,2025-02,0
44,2025-03,0
44,2025-04,0
44,2025-05,0
44,2025-06,0
44,2025-07,0
44,2025-08,0
44,2025-09,0
44,2025-10,0
44,2025-11,0
44,2025-12,0
44,2026-01,0
44,2026-02,0
44,2026-03,0
44,2026-04,0
45,2024-01,0
45,2024-02,0
45,2024-03,0
45,2024-04,0
45,2024-05,0
45,2024-06,0
45,2024-07,0
45,2024-08,0
45,2024-09,0
45,2024-10,0
45,2024-11,0
45,2024-12,0
45,2025-01,0
45,2025-02,0
45,2025-03,0
45,2025-04,0
45,2025-05,0
45,2025-06,0
45,2025-07,0
45,2025-08,0
45,2025-09,0
45,2025-10,0
45,2025-11,0
45,2025-12,0
45,2026-01,1
45,2026-02,0
45,2026-03,0
45,2026-04,0
46,2024-01,0
46,2024-02,0
46,2024-03,0
46,2024-04,0
46,2024-05,0
46,2024-06,0
46,2024-07,0
46,2024-08,0
46,2024-09,0
46,2024-10,0
46,2024-11,0
46,2024-12,0
46,2025-01,0
46,2025-02,0
46,2025-03,0
46,2025-04,0
46,2025-05,0
46,2025-06,0
46,2025-07,0
46,2025-08,0
46,2025-09,0
46,2025-10,0
46,2025-11,0
46,2025-12,0
46,2026-01,0
46,2026-02,0
46,2026-03,0
46,2026-04,0
47,2024-01,0
47,2024-02,0
47,2024-03,0
47,2024-04,0
47,2024-05,0
47,2024-06,0
47,2024-07,0
47,2024-08,0
47,2024-09,0
47,2024-10,0
47,2024-11,0
47,2024-12,0
47,2025-01,0
47,2025-02,0
47,2025-03,0
47,2025-04,0
47,2025-05,0
47,2025-06,0
47,2025-07,0
47,2025-08,0
47,2025-09,0
47,2025-10,0
47,2025-11,0
47,2025-12,0
47,2026-01,0
47,2026-02,0
47,2026-03,0
47,2026-04,0
48,2024-01,0
48,2024-02,0
48,2024-03,0
48,2024-04,0
48,2024-05,0
48,2024-06,0
48,2024-07,0
48,2024-08,0
48,2024-09,0
48,2024-10,0
48,2024-11,0
48,2024-12,0
48,2025-01,0
48,2025-02,0
48,2025-03,0
48,2025-04,0
48,2025-05,0
48,2025-06,0
48,2025-07,0
48,2025-08,0
48,2025-09,0
48,2025-10,0
48,2025-11,0
48,2025-12,0
48,2026-01,0
48,2026-02,0
48,2026-03,0
48,2026-04,0
49,2024-01,1
49,2024-02,0
49,2024-03,0
49,2024-04,0
49,2024-05,0
49,2024-06,0
49,2024-07,0
49,2024-08,0
49,2024-09,0
49,2024-10,0
49,2024-11,0
49,2024-12,0
49,2025-01,0
49,2025-02,0
49,2025-03,0
49,2025-04,0
49,2025-05,0
49,2025-06,0
49,2025-07,0
49,2025-08,0
49,2025-09,0
49,2025-10,0
49,2025-11,0
49,2025-12,0
49,2026-01,0
49,2026-02,0
49,2026-03,0
49,2026-04,0
50,2024-01,0
50,2024-02,0
50,2024-03,0
50,2024-04,0
50,2024-05,0
50,2024-06,0
50,2024-07,0
50,2024-08,0
50,2024-09,0
50,2024-10,0
50,2024-11,0
50,2024-12,0
50,2025-01,0
50,2025-02,0
50,2025-03,0
50,2025-04,0
50,2025-05,0
50,2025-06,0
50,2025-07,0
50,2025-08,0
50,2025-09,0
50,2025-10,0
50,2025-11,0
50,2025-12,0
50,2026-01,0
50,2026-02,0
50,2026-03,0
50,2026-04,0
51,2024-01,0
51,2024-02,0
51,2024-03,0
51,2024-04,0
51,2024-05,0
51,2024-06,0
51,2024-07,0
51,2024-08,0
51,2024-09,0
51,2024-10,0
51,2024-11,0
51,2024-12,0
51,2025-01,0
51,2025-02,0
51,2025-03,0
51,2025-04,0
51,2025-05,0
51,2025-06,0
51,2025-07,0
51,2025-08,0
51,2025-09,0
51,2025-10,0
51,2025-11,0
51,2025-12,0
51,2026-01,0
51,2026-02,0
51,2026-03,0
51,2026-04,0
52,2024-01,0
52,2024-02,0
52,2024-03,0
52,2024-04,0
52,2024-05,0
52,2024-06,0
52,2024-07,0
52,2024-08,0
52,2024-09,0
52,2024-10,0
52,2024-11,0
52,2024-12,0
52,2025-01,0
52,2025-02,0
52,2025-03,0
52,2025-04,0
52,2025-05,0
52,2025-06,0
52,2025-07,0
52,2025-08,0
52,2025-09,0
52,2025-10,0
52,2025-11,0
52,2025-12,0
52,2026-01,0
52,2026-02,0
52,2026-03,0
52,2026-04,0
53,2024-01,0
53,2024-02,0
53,2024-03,0
53,2024-04,0
53,2024-05,0
53,2024-06,0
53,2024-07,0
53,2024-08,0
53,2024-09,0
53,2024-10,0
53,2024-11,0
53,2024-12,1
53,2025-01,1
53,2025-02,0
53,2025-03,0
53,2025-04,0
53,2025-05,0
53,2025-06,0
53,2025-07,0
53,2025-08,0
53,2025-09,0
53,2025-10,0
53,2025-11,0
53,2025-12,0
53,2026-01,0
53,2026-02,0
53,2026-03,0
53,2026-04,0
54,2024-01,0
54,2024-02,0
54,2024-03,0
54,2024-04,1
54,2024-05,1
54,2024-06,0
54,2024-07,0
54,2024-08,0
54,2024-09,0
54,2024-10,0
54,2024-11,0
54,2024-12,1
54,2025-01,1
54,2025-02,0
54,2025-03,0
54,2025-04,1
54,2025-05,1
54,2025-06,1
54,2025-07,0
54,2025-08,0
54,2025-09,0
54,2025-10,0
54,2025-11,0
54,2025-12,0
54,2026-01,0
54,2026-02,0
54,2026-03,0
54,2026-04,0
55,2024-01,0
55,2024-02,0
55,2024-03,1
55,2024-04,1
55,2024-05,0
55,2024-06,0
55,2024-07,0
55,2024-08,0
55,2024-09,0
55,2024-10,0
55,2024-11,0
55,2024-12,0
55,2025-01,0
55,2025-02,0
55,2025-03,0
55,2025-04,0
55,2025-05,0
55,2025-06,0
55,2025-07,1
55,2025-08,1
55,2025-09,0
55,2025-10,0
55,2025-11,0
55,2025-12,0
55,2026-01,0
55,2026-02,0
55,2026-03,0
55,2026-04,0
56,2024-01,0
56,2024-02,0
56,2024-03,0
56,2024-04,0
56,2024-05,0
56,2024-06,0
56,2024-07,0
56,2024-08,0
56,2024-09,1
56,2024-10,1
56,2024-11,1
56,2024-12,1
