commodity,date,modal_price
maize,2024-04-30,1911.9
maize,2024-05-01,1900.78
maize,2024-05-02,1901.33
maize,2024-05-03,1872.41
maize,2024-05-04,1869.02
maize,2024-05-05,1868.16
maize,2024-05-06,1853.13
maize,2024-05-07,1870.18
maize,2024-05-08,1863.67
maize,2024-05-09,1861.17
maize,2024-05-10,1854.72
maize,2024-05-11,1853.96
maize,2024-05-12,1868.72
maize,2024-05-13,1896.8
maize,2024-05-14,1905.46
maize,2024-05-15,1918.09
maize,2024-05-16,1938.1
maize,2024-05-17,1941.15
maize,2024-05-18,1959.69
maize,2024-05-19,1969.18
maize,2024-05-20,1971.04
maize,2024-05-21,1975.35
maize,2024-05-22,1954.03
maize,2024-05-23,1957.62
maize,2024-05-24,1939.73
maize,2024-05-25,1921.06
maize,2024-05-26,1923.43
maize,2024-05-27,1910.77
maize,2024-05-28,1910.84
maize,2024-05-29,1912.58
maize,2024-05-30,1914.84
maize,2024-05-31,1904.63
maize,2024-06-01,1915.08
maize,2024-06-02,1914.21
maize,2024-06-03,1919.44
maize,2024-06-04,1905.86
maize,2024-06-05,1903.97
maize,2024-06-06,1916.7
maize,2024-06-07,1928.05
maize,2024-06-08,1919.0
maize,2024-06-09,1912.88
maize,2024-06-10,1901.72
maize,2024-06-11,1894.4
maize,2024-06-12,1878.71
maize,2024-06-13,1877.31
maize,2024-06-14,1884.6
maize,2024-06-15,1875.9
maize,2024-06-16,1875.03
maize,2024-06-17,1872.7
maize,2024-06-18,1884.74
maize,2024-06-19,1877.99
maize,2024-06-20,1871.67
maize,2024-06-21,1862.34
maize,2024-06-22,1849.82
maize,2024-06-23,1855.85
maize,2024-06-24,1854.49
maize,2024-06-25,1855.25
maize,2024-06-26,1869.65
maize,2024-06-27,1884.8
maize,2024-06-28,1866.42
maize,2024-06-29,1873.84
maize,2024-06-30,1876.53
maize,2024-07-01,1871.49
maize,2024-07-02,1875.32
maize,2024-07-03,1856.15
maize,2024-07-04,1872.66
maize,2024-07-05,1878.6
maize,2024-07-06,1869.03
maize,2024-07-07,1862.62
maize,2024-07-08,1843.83
maize,2024-07-09,1840.51
maize,2024-07-10,1835.33
maize,2024-07-11,1820.94
maize,2024-07-12,1829.6
maize,2024-07-13,1843.81
maize,2024-07-14,1843.66
maize,2024-07-15,1840.43
maize,2024-07-16,1845.39
maize,2024-07-17,1845.32
maize,2024-07-18,1833.52
maize,2024-07-19,1826.5
maize,2024-07-20,1823.4
maize,2024-07-21,1826.26
maize,2024-07-22,1826.51
maize,2024-07-23,1828.96
maize,2024-07-24,1812.45
maize,2024-07-25,1819.85
maize,2024-07-26,1820.03
maize,2024-07-27,1848.27
maize,2024-07-28,1844.12
maize,2024-07-29,1847.85
maize,2024-07-30,1879.64
maize,2024-07-31,1881.98
maize,2024-08-01,1881.37
maize,2024-08-02,1870.41
maize,2024-08-03,1887.79
maize,2024-08-04,1874.86
maize,2024-08-05,1879.82
maize,2024-08-06,1874.63
maize,2024-08-07,1872.65
maize,2024-08-08,1856.87
maize,2024-08-09,1872.05
maize,2024-08-10,1869.08
maize,2024-08-11,1855.65
maize,2024-08-12,1869.8
maize,2024-08-13,1864.3
maize,2024-08-14,1868.2
maize,2024-08-15,1877.8
maize,2024-08-16,1883.3
maize,2024-08-17,1858.79
maize,2024-08-18,1866.71
maize,2024-08-19,1865.74
maize,2024-08-20,1862.2
maize,2024-08-21,1861.14
maize,2024-08-22,1843.39
maize,2024-08-23,1845.66
maize,2024-08-24,1830.76
maize,2024-08-25,1827.77
maize,2024-08-26,1829.63
maize,2024-08-27,1841.61
maize,2024-08-28,1832.72
maize,2024-08-29,1848.9
maize,2024-08-30,1859.58
maize,2024-08-31,1854.95
maize,2024-09-01,1842.8
maize,2024-09-02,1827.05
maize,2024-09-03,1830.17
maize,2024-09-04,1822.24
maize,2024-09-05,1835.55
maize,2024-09-06,1828.23
maize,2024-09-07,1818.52
maize,2024-09-08,1821.22
maize,2024-09-09,1813.88
maize,2024-09-10,1814.12
maize,2024-09-11,1825.03
maize,2024-09-12,1826.46
maize,2024-09-13,1827.93
maize,2024-09-14,1830.33
maize,2024-09-15,1811.97
maize,2024-09-16,1816.38
maize,2024-09-17,1818.27
maize,2024-09-18,1828.19
maize,2024-09-19,1834.99
maize,2024-09-20,1832.92
maize,2024-09-21,1844.45
maize,2024-09-22,1841.36
maize,2024-09-23,1844.24
maize,2024-09-24,1840.95
maize,2024-09-25,1846.21
maize,2024-09-26,1842.19
maize,2024-09-27,1860.64
maize,2024-09-28,1883.45
maize,2024-09-29,1893.5
maize,2024-09-30,1911.25
maize,2024-10-01,1893.83
maize,2024-10-02,1877.9
maize,2024-10-03,1874.43
maize,2024-10-04,1875.04
maize,2024-10-05,1872.96
maize,2024-10-06,1854.75
maize,2024-10-07,1867.76
maize,2024-10-08,1892.2
maize,2024-10-09,1906.96
maize,2024-10-10,1919.57
maize,2024-10-11,1922.33
maize,2024-10-12,1912.78
maize,2024-10-13,1913.77
maize,2024-10-14,1938.26
maize,2024-10-15,1934.32
maize,2024-10-16,1929.2
maize,2024-10-17,1942.22
maize,2024-10-18,1956.1
maize,2024-10-19,1946.33
maize,2024-10-20,1943.43
maize,2024-10-21,1937.75
maize,2024-10-22,1938.71
maize,2024-10-23,1951.75
maize,2024-10-24,1942.51
maize,2024-10-25,1955.41
maize,2024-10-26,1956.76
maize,2024-10-27,1984.42
maize,2024-10-28,1988.38
maize,2024-10-29,1987.38
maize,2024-10-30,1994.41
maize,2024-10-31,1990.53
maize,2024-11-01,1969.37
maize,2024-11-02,1966.68
maize,2024-11-03,1963.82
maize,2024-11-04,1945.3
maize,2024-11-05,1944.6
maize,2024-11-06,1920.79
maize,2024-11-07,1916.94
maize,2024-11-08,1919.9
maize,2024-11-09,1921.17
maize,2024-11-10,1916.59
maize,2024-11-11,1915.76
maize,2024-11-12,1906.92
maize,2024-11-13,1907.2
maize,2024-11-14,1908.01
maize,2024-11-15,1897.89
maize,2024-11-16,1901.09
maize,2024-11-17,1904.23
maize,2024-11-18,1902.48
maize,2024-11-19,1930.47
maize,2024-11-20,1929.0
maize,2024-11-21,1925.92
maize,2024-11-22,1921.2
maize,2024-11-23,1910.2
maize,2024-11-24,1918.23
maize,2024-11-25,1910.5
maize,2024-11-26,1904.15
maize,2024-11-27,1898.16
maize,2024-11-28,1887.13
maize,2024-11-29,1867.56
maize,2024-11-30,1862.52
maize,2024-12-01,1872.46
maize,2024-12-02,1874.82
maize,2024-12-03,1892.61
maize,2024-12-04,1901.31
maize,2024-12-05,1907.45
maize,2024-12-06,1929.27
maize,2024-12-07,1928.3
maize,2024-12-08,1929.19
maize,2024-12-09,1929.21
maize,2024-12-10,1947.32
maize,2024-12-11,1947.5
maize,2024-12-12,1940.1
maize,2024-12-13,1947.11
maize,2024-12-14,1937.75
maize,2024-12-15,1944.12
maize,2024-12-16,1949.11
maize,2024-12-17,1947.05
maize,2024-12-18,1953.83
maize,2024-12-19,1936.62
maize,2024-12-20,1938.67
maize,2024-12-21,1933.45
maize,2024-12-22,1967.09
maize,2024-12-23,1969.09
maize,2024-12-24,1962.21
maize,2024-12-25,1946.21
maize,2024-12-26,1961.67
maize,2024-12-27,1957.71
maize,2024-12-28,1948.59
maize,2024-12-29,1952.69
maize,2024-12-30,1960.47
maize,2024-12-31,1968.1
maize,2025-01-01,1968.49
maize,2025-01-02,1970.53
maize,2025-01-03,1973.43
maize,2025-01-04,1977.58
maize,2025-01-05,1982.78
maize,2025-01-06,1996.01
maize,2025-01-07,1996.84
maize,2025-01-08,1987.24
maize,2025-01-09,1985.68
maize,2025-01-10,1994.84
maize,2025-01-11,1973.73
maize,2025-01-12,1952.91
maize,2025-01-13,1963.85
maize,2025-01-14,1982.01
maize,2025-01-15,1967.17
maize,2025-01-16,1968.52
maize,2025-01-17,1963.96
maize,2025-01-18,1961.05
maize,2025-01-19,1964.8
maize,2025-01-20,1949.78
maize,2025-01-21,1937.02
maize,2025-01-22,1933.68
maize,2025-01-23,1932.15
maize,2025-01-24,1919.29
maize,2025-01-25,1928.56
maize,2025-01-26,1923.89
maize,2025-01-27,1919.18
maize,2025-01-28,1922.59
maize,2025-01-29,1921.26
maize,2025-01-30,1931.09
maize,2025-01-31,1920.46
maize,2025-02-01,1904.58
maize,2025-02-02,1901.19
maize,2025-02-03,1902.03
maize,2025-02-04,1888.08
maize,2025-02-05,1872.57
maize,2025-02-06,1874.77
maize,2025-02-07,1866.41
maize,2025-02-08,1850.37
maize,2025-02-09,1861.26
maize,2025-02-10,1854.37
maize,2025-02-11,1867.36
maize,2025-02-12,1867.83
maize,2025-02-13,1871.28
maize,2025-02-14,1869.06
maize,2025-02-15,1839.66
maize,2025-02-16,1827.31
maize,2025-02-17,1826.07
maize,2025-02-18,1830.22
maize,2025-02-19,1810.82
maize,2025-02-20,1810.38
maize,2025-02-21,1798.38
maize,2025-02-22,1801.05
maize,2025-02-23,1800.99
maize,2025-02-24,1809.18
maize,2025-02-25,1820.95
maize,2025-02-26,1826.12
maize,2025-02-27,1835.71
maize,2025-02-28,1832.01
maize,2025-03-01,1863.45
maize,2025-03-02,1850.02
maize,2025-03-03,1844.32
maize,2025-03-04,1854.47
maize,2025-03-05,1863.01
maize,2025-03-06,1868.62
maize,2025-03-07,1876.36
maize,2025-03-08,1853.19
maize,2025-03-09,1871.1
maize,2025-03-10,1868.96
maize,2025-03-11,1883.13
maize,2025-03-12,1860.45
maize,2025-03-13,1863.46
maize,2025-03-14,1857.32
maize,2025-03-15,1863.86
maize,2025-03-16,1867.55
maize,2025-03-17,1871.81
maize,2025-03-18,1860.1
maize,2025-03-19,1859.62
maize,2025-03-20,1857.76
maize,2025-03-21,1863.44
maize,2025-03-22,1874.68
maize,2025-03-23,1876.52
maize,2025-03-24,1862.36
maize,2025-03-25,1863.71
maize,2025-03-26,1893.29
maize,2025-03-27,1912.23
maize,2025-03-28,1878.56
maize,2025-03-29,1879.42
maize,2025-03-30,1890.11
maize,2025-03-31,1888.2
maize,2025-04-01,1883.14
maize,2025-04-02,1880.28
maize,2025-04-03,1886.67
maize,2025-04-04,1873.87
maize,2025-04-05,1887.43
maize,2025-04-06,1886.95
maize,2025-04-07,1876.54
maize,2025-04-08,1889.39
maize,2025-04-09,1872.11
maize,2025-04-10,1866.03
maize,2025-04-11,1859.79
maize,2025-04-12,1884.02
maize,2025-04-13,1876.44
maize,2025-04-14,1852.48
maize,2025-04-15,1846.18
maize,2025-04-16,1851.38
maize,2025-04-17,1860.26
maize,2025-04-18,1885.99
maize,2025-04-19,1902.13
maize,2025-04-20,1904.43
maize,2025-04-21,1894.42
maize,2025-04-22,1913.13
maize,2025-04-23,1909.05
maize,2025-04-24,1901.68
maize,2025-04-25,1897.08
maize,2025-04-26,1883.03
maize,2025-04-27,1877.93
maize,2025-04-28,1875.46
maize,2025-04-29,1883.85
maize,2025-04-30,1879.62
maize,2025-05-01,1865.53
maize,2025-05-02,1847.81
maize,2025-05-03,1850.28
maize,2025-05-04,1851.24
maize,2025-05-05,1845.24
maize,2025-05-06,1840.22
maize,2025-05-07,1844.66
maize,2025-05-08,1860.26
maize,2025-05-09,1851.72
maize,2025-05-10,1852.86
maize,2025-05-11,1863.69
maize,2025-05-12,1855.18
maize,2025-05-13,1855.16
maize,2025-05-14,1854.88
maize,2025-05-15,1840.49
maize,2025-05-16,1842.5
maize,2025-05-17,1843.0
maize,2025-05-18,1849.29
maize,2025-05-19,1836.32
maize,2025-05-20,1836.58
maize,2025-05-21,1852.01
maize,2025-05-22,1875.39
maize,2025-05-23,1890.0
maize,2025-05-24,1876.85
maize,2025-05-25,1882.09
maize,2025-05-26,1876.79
maize,2025-05-27,1880.14
maize,2025-05-28,1871.6
maize,2025-05-29,1852.61
maize,2025-05-30,1848.93
maize,2025-05-31,1857.11
maize,2025-06-01,1860.47
maize,2025-06-02,1865.12
maize,2025-06-03,1867.7
maize,2025-06-04,1872.38
maize,2025-06-05,1878.49
maize,2025-06-06,1875.55
maize,2025-06-07,1876.63
maize,2025-06-08,1896.52
maize,2025-06-09,1898.28
maize,2025-06-10,1898.92
maize,2025-06-11,1900.25
maize,2025-06-12,1897.92
maize,2025-06-13,1893.12
maize,2025-06-14,1895.64
maize,2025-06-15,1890.05
maize,2025-06-16,1888.55
maize,2025-06-17,1879.76
maize,2025-06-18,1881.13
maize,2025-06-19,1887.89
maize,2025-06-20,1885.64
maize,2025-06-21,1863.2
maize,2025-06-22,1869.96
maize,2025-06-23,1871.46
maize,2025-06-24,1860.49
maize,2025-06-25,1869.29
maize,2025-06-26,1853.82
maize,2025-06-27,1865.64
maize,2025-06-28,1865.14
maize,2025-06-29,1840.07
maize,2025-06-30,1842.19
maize,2025-07-01,1837.85
maize,2025-07-02,1831.87
maize,2025-07-03,1823.92
maize,2025-07-04,1822.68
maize,2025-07-05,1817.53
maize,2025-07-06,1797.53
maize,2025-07-07,1811.45
maize,2025-07-08,1808.94
maize,2025-07-09,1801.16
maize,2025-07-10,1789.15
maize,2025-07-11,1797.59
maize,2025-07-12,1783.78
maize,2025-07-13,1785.36
maize,2025-07-14,1779.26
maize,2025-07-15,1773.8
maize,2025-07-16,1762.23
maize,2025-07-17,1755.83
maize,2025-07-18,1756.06
maize,2025-07-19,1758.68
maize,2025-07-20,1750.55
maize,2025-07-21,1749.74
maize,2025-07-22,1759.23
maize,2025-07-23,1741.91
maize,2025-07-24,1741.98
maize,2025-07-25,1732.21
maize,2025-07-26,1721.44
maize,2025-07-27,1724.28
maize,2025-07-28,1718.78
maize,2025-07-29,1706.42
maize,2025-07-30,1720.17
maize,2025-07-31,1729.83
maize,2025-08-01,1710.03
maize,2025-08-02,1695.1
maize,2025-08-03,1701.28
maize,2025-08-04,1698.51
maize,2025-08-05,1714.01
maize,2025-08-06,1720.5
maize,2025-08-07,1723.73
maize,2025-08-08,1713.33
maize,2025-08-09,1718.53
maize,2025-08-10,1705.56
maize,2025-08-11,1719.11
maize,2025-08-12,1723.61
maize,2025-08-13,1715.23
maize,2025-08-14,1723.67
maize,2025-08-15,1747.15
maize,2025-08-16,1745.01
maize,2025-08-17,1750.92
maize,2025-08-18,1746.53
maize,2025-08-19,1747.57
maize,2025-08-20,1731.97
maize,2025-08-21,1732.11
maize,2025-08-22,1732.7
maize,2025-08-23,1751.64
maize,2025-08-24,1733.02
maize,2025-08-25,1730.24
maize,2025-08-26,1743.8
maize,2025-08-27,1741.41
maize,2025-08-28,1739.76
maize,2025-08-29,1731.22
maize,2025-08-30,1721.7
maize,2025-08-31,1703.08
maize,2025-09-01,1696.8
maize,2025-09-02,1686.89
maize,2025-09-03,1688.22
maize,2025-09-04,1680.4
maize,2025-09-05,1675.7
maize,2025-09-06,1671.29
maize,2025-09-07,1670.94
maize,2025-09-08,1665.79
maize,2025-09-09,1655.34
maize,2025-09-10,1656.33
maize,2025-09-11,1667.1
maize,2025-09-12,1668.52
maize,2025-09-13,1662.56
maize,2025-09-14,1661.47
maize,2025-09-15,1641.28
maize,2025-09-16,1640.04
maize,2025-09-17,1636.23
maize,2025-09-18,1627.23
maize,2025-09-19,1620.03
maize,2025-09-20,1616.18
maize,2025-09-21,1625.96
maize,2025-09-22,1636.78
maize,2025-09-23,1627.82
maize,2025-09-24,1622.9
maize,2025-09-25,1618.24
maize,2025-09-26,1626.25
maize,2025-09-27,1627.8
maize,2025-09-28,1628.83
maize,2025-09-29,1634.21
maize,2025-09-30,1628.51
maize,2025-10-01,1642.02
maize,2025-10-02,1642.13
maize,2025-10-03,1633.85
maize,2025-10-04,1631.73
maize,2025-10-05,1643.97
maize,2025-10-06,1639.91
maize,2025-10-07,1649.42
maize,2025-10-08,1643.37
maize,2025-10-09,1635.97
maize,2025-10-10,1642.59
maize,2025-10-11,1634.13
maize,2025-10-12,1642.34
maize,2025-10-13,1645.94
maize,2025-10-14,1637.47
maize,2025-10-15,1636.9
maize,2025-10-16,1631.65
maize,2025-10-17,1635.2
maize,2025-10-18,1653.96
maize,2025-10-19,1650.42
maize,2025-10-20,1655.84
maize,2025-10-21,1656.22
maize,2025-10-22,1656.59
maize,2025-10-23,1655.08
maize,2025-10-24,1646.72
maize,2025-10-25,1650.17
maize,2025-10-26,1647.44
maize,2025-10-27,1638.65
maize,2025-10-28,1648.79
maize,2025-10-29,1649.9
maize,2025-10-30,1647.77
maize,2025-10-31,1661.21
maize,2025-11-01,1643.14
maize,2025-11-02,1655.87
maize,2025-11-03,1647.28
maize,2025-11-04,1649.5
maize,2025-11-05,1643.82
maize,2025-11-06,1634.88
maize,2025-11-07,1647.95
maize,2025-11-08,1666.54
maize,2025-11-09,1664.46
maize,2025-11-10,1667.95
maize,2025-11-11,1668.65
maize,2025-11-12,1686.2
maize,2025-11-13,1665.09
maize,2025-11-14,1669.0
maize,2025-11-15,1661.86
maize,2025-11-16,1638.67
maize,2025-11-17,1635.26
maize,2025-11-18,1653.62
maize,2025-11-19,1647.26
maize,2025-11-20,1655.23
maize,2025-11-21,1667.31
maize,2025-11-22,1667.31
maize,2025-11-23,1668.65
maize,2025-11-24,1651.69
maize,2025-11-25,1644.74
maize,2025-11-26,1653.85
maize,2025-11-27,1654.58
maize,2025-11-28,1658.36
maize,2025-11-29,1659.82
maize,2025-11-30,1681.93
maize,2025-12-01,1677.73
maize,2025-12-02,1694.1
maize,2025-12-03,1695.59
maize,2025-12-04,1713.05
maize,2025-12-05,1700.65
maize,2025-12-06,1702.67
maize,2025-12-07,1698.79
maize,2025-12-08,1700.34
maize,2025-12-09,1713.0
maize,2025-12-10,1717.03
maize,2025-12-11,1729.79
maize,2025-12-12,1722.99
maize,2025-12-13,1714.64
maize,2025-12-14,1714.94
maize,2025-12-15,1714.68
maize,2025-12-16,1712.91
maize,2025-12-17,1703.22
maize,2025-12-18,1715.65
maize,2025-12-19,1712.05
maize,2025-12-20,1726.9
maize,2025-12-21,1727.18
maize,2025-12-22,1734.05
maize,2025-12-23,1740.0
maize,2025-12-24,1731.55
maize,2025-12-25,1735.51
maize,2025-12-26,1755.85
maize,2025-12-27,1758.64
maize,2025-12-28,1768.32
maize,2025-12-29,1775.83
maize,2025-12-30,1779.25
maize,2025-12-31,1781.38
maize,2026-01-01,1787.38
maize,2026-01-02,1795.73
maize,2026-01-03,1781.37
maize,2026-01-04,1784.15
maize,2026-01-05,1782.33
maize,2026-01-06,1778.29
maize,2026-01-07,1792.31
maize,2026-01-08,1784.59
maize,2026-01-09,1769.86
maize,2026-01-10,1778.47
maize,2026-01-11,1763.52
maize,2026-01-12,1743.38
maize,2026-01-13,1753.04
maize,2026-01-14,1754.85
maize,2026-01-15,1759.98
maize,2026-01-16,1755.45
maize,2026-01-17,1741.07
maize,2026-01-18,1728.87
maize,2026-01-19,1726.18
maize,2026-01-20,1713.19
maize,2026-01-21,1716.49
maize,2026-01-22,1711.87
maize,2026-01-23,1713.91
maize,2026-01-24,1715.64
maize,2026-01-25,1719.76
maize,2026-01-26,1725.06
maize,2026-01-27,1721.65
maize,2026-01-28,1723.69
maize,2026-01-29,1726.27
maize,2026-01-30,1701.43
maize,2026-01-31,1708.18
maize,2026-02-01,1709.85
maize,2026-02-02,1715.78
maize,2026-02-03,1702.72
maize,2026-02-04,1699.64
maize,2026-02-05,1688.68
maize,2026-02-06,1696.37
maize,2026-02-07,1682.27
maize,2026-02-08,1673.05
maize,2026-02-09,1678.56
maize,2026-02-10,1672.37
maize,2026-02-11,1663.21
maize,2026-02-12,1672.42
maize,2026-02-13,1682.09
maize,2026-02-14,1689.53
maize,2026-02-15,1698.29
maize,2026-02-16,1696.07
maize,2026-02-17,1694.12
maize,2026-02-18,1687.68
maize,2026-02-19,1689.52
maize,2026-02-20,1684.31
maize,2026-02-21,1680.07
maize,2026-02-22,1686.26
maize,2026-02-23,1698.43
maize,2026-02-24,1702.63
maize,2026-02-25,1721.19
maize,2026-02-26,1714.06
maize,2026-02-27,1695.4
maize,2026-02-28,1702.82
maize,2026-03-01,1695.09
maize,2026-03-02,1692.44
maize,2026-03-03,1674.7
maize,2026-03-04,1665.82
maize,2026-03-05,1651.01
maize,2026-03-06,1646.84
maize,2026-03-07,1643.08
maize,2026-03-08,1644.1
maize,2026-03-09,1656.5
maize,2026-03-10,1663.38
maize,2026-03-11,1647.4
maize,2026-03-12,1653.55
maize,2026-03-13,1654.79
maize,2026-03-14,1653.96
maize,2026-03-15,1653.86
maize,2026-03-16,1656.03
maize,2026-03-17,1649.3
maize,2026-03-18,1647.63
maize,2026-03-19,1659.5
maize,2026-03-20,1652.64
maize,2026-03-21,1642.59
maize,2026-03-22,1642.12
maize,2026-03-23,1631.15
maize,2026-03-24,1614.5
maize,2026-03-25,1611.3
maize,2026-03-26,1625.49
maize,2026-03-27,1625.25
maize,2026-03-28,1627.12
maize,2026-03-29,1606.58
maize,2026-03-30,1610.94
maize,2026-03-31,1611.97
maize,2026-04-01,1605.68
maize,2026-04-02,1607.55
maize,2026-04-03,1609.32
maize,2026-04-04,1599.25
maize,2026-04-05,1602.56
maize,2026-04-06,1614.25
maize,2026-04-07,1612.17
maize,2026-04-08,1603.93
maize,2026-04-09,1602.35
maize,2026-04-10,1610.71
maize,2026-04-11,1599.03
maize,2026-04-12,1604.72
maize,2026-04-13,1598.33
maize,2026-04-14,1600.79
maize,2026-04-15,1595.5
maize,2026-04-16,1590.21
maize,2026-04-17,1604.94
maize,2026-04-18,1591.55
maize,2026-04-19,1596.32
maize,2026-04-20,1613.12
maize,2026-04-21,1619.9
maize,2026-04-22,1607.14
maize,2026-04-23,1594.96
maize,2026-04-24,1587.91
maize,2026-04-25,1589.54
maize,2026-04-26,1591.82
maize,2026-04-27,1579.85
maize,2026-04-28,1571.73
maize,2026-04-29,1564.22
maize,2026-04-30,1562.65
maize,2026-05-01,1581.49
maize,2026-05-02,1572.79
maize,2026-05-03,1563.72
maize,2026-05-04,1553.25
maize,2026-05-05,1559.31
maize,2026-05-06,1559.05
maize,2026-05-07,1550.81
maize,2026-05-08,1547.56
maize,2026-05-09,1540.35
maize,2026-05-10,1543.21
maize,2026-05-11,1568.39
maize,2026-05-12,1573.71
maize,2026-05-13,1572.96
maize,2026-05-14,1566.82
maize,2026-05-15,1554.37
maize,2026-05-16,1565.96
maize,2026-05-17,1577.11
maize,2026-05-18,1577.44
maize,2026-05-19,1593.74
maize,2026-05-20,1598.72
maize,2026-05-21,1610.97
maize,2026-05-22,1618.64
maize,2026-05-23,1621.73
maize,2026-05-24,1617.24
maize,2026-05-25,1620.61
maize,2026-05-26,1633.61
maize,2026-05-27,1633.43
maize,2026-05-28,1642.54
maize,2026-05-29,1636.67
maize,2026-05-30,1649.14
maize,2026-05-31,1657.04
maize,2026-06-01,1649.9
maize,2026-06-02,1652.45
maize,2026-06-03,1666.5
maize,2026-06-04,1658.71
maize,2026-06-05,1652.81
maize,2026-06-06,1656.84
maize,2026-06-07,1682.97
maize,2026-06-08,1680.96
maize,2026-06-09,1690.75
maize,2026-06-10,1698.18
maize,2026-06-11,1696.95
maize,2026-06-12,1703.37
maize,2026-06-13,1703.57
maize,2026-06-14,1704.67
maize,2026-06-15,1692.48
maize,2026-06-16,1696.94
maize,2026-06-17,1710.85
maize,2026-06-18,1716.18
maize,2026-06-19,1732.22
maize,2026-06-20,1743.05
maize,2026-06-21,1747.22
maize,2026-06-22,1745.42
maize,2026-06-23,1745.09
maize,2026-06-24,1734.48
maize,2026-06-25,1736.41
maize,2026-06-26,1742.64
maize,2026-06-27,1765.44
maize,2026-06-28,1775.82
maize,2026-06-29,1771.39
maize,2026-06-30,1760.87
maize,2026-07-01,1763.4
maize,2026-07-02,1776.74
maize,2026-07-03,1779.12
maize,2026-07-04,1789.66
maize,2026-07-05,1792.46
maize,2026-07-06,1804.95
maize,2026-07-07,1792.45
maize,2026-07-08,1814.55
maize,2026-07-09,1807.21
maize,2026-07-10,1820.59
maize,2026-07-11,1822.37
maize,2026-07-12,1825.85
maize,2026-07-13,1827.95
maize,2026-07-14,1835.5
maize,2026-07-15,1845.31
soymeal,2024-01-01,4231.57
soymeal,2024-01-02,4273.82
soymeal,2024-01-03,4284.1
soymeal,2024-01-04,4336.15
