enterprise_id,date,kind,amount,category,channel
1,2024-01-22,savings_deposit,3296,group_savings,cash
1,2024-01-23,income,3650,sales,cash
1,2024-01-23,expense,1527,inputs,cash
1,2024-01-24,income,3259,sales,cash
1,2024-01-24,expense,1630,inputs,cash
1,2024-01-25,income,2650,sales,cash
1,2024-01-25,expense,1715,inputs,cash
1,2024-01-26,income,2749,sales,upi
1,2024-01-26,expense,1883,inputs,cash
1,2024-01-27,income,3460,sales,cash
1,2024-01-27,expense,1778,inputs,cash
1,2024-01-28,income,2609,sales,cash
1,2024-01-28,expense,1820,inputs,cash
1,2024-01-29,income,2630,sales,cash
1,2024-01-29,expense,1745,inputs,cash
1,2024-01-29,savings_deposit,1914,group_savings,cash
1,2024-01-30,income,3184,sales,cash
1,2024-01-30,expense,1720,inputs,cash
1,2024-01-31,income,3236,sales,upi
1,2024-01-31,expense,1942,inputs,cash
1,2024-02-01,income,3425,sales,cash
1,2024-02-01,expense,1542,inputs,cash
1,2024-02-02,income,3078,sales,upi
1,2024-02-02,expense,1641,inputs,cash
1,2024-02-03,income,3665,sales,cash
1,2024-02-03,expense,1649,inputs,cash
1,2024-02-04,income,2900,sales,cash
1,2024-02-04,expense,1782,inputs,cash
1,2024-02-05,income,3532,sales,upi
1,2024-02-05,expense,1582,inputs,cash
1,2024-02-05,savings_deposit,2956,group_savings,cash
1,2024-02-05,loan_repayment,3200,emi,bank
1,2024-02-06,income,3349,sales,cash
1,2024-02-06,expense,1771,inputs,cash
1,2024-02-07,income,3522,sales,upi
1,2024-02-07,expense,1753,inputs,cash
1,2024-02-08,income,3779,sales,upi
1,2024-02-08,expense,1776,inputs,cash
1,2024-02-09,income,3083,sales,upi
1,2024-02-09,expense,1763,inputs,cash
1,2024-02-10,income,2995,sales,cash
1,2024-02-10,expense,1845,inputs,cash
1,2024-02-11,income,2551,sales,upi
1,2024-02-11,expense,1674,inputs,cash
1,2024-02-12,income,2405,sales,upi
1,2024-02-12,expense,1740,inputs,cash
1,2024-02-12,savings_deposit,1984,group_savings,cash
1,2024-02-13,income,3178,sales,upi
1,2024-02-13,expense,1608,inputs,cash
1,2024-02-14,income,3199,sales,upi
1,2024-02-14,expense,1582,inputs,cash
1,2024-02-15,income,2787,sales,cash
1,2024-02-15,expense,1880,inputs,cash
1,2024-02-16,income,2878,sales,upi
1,2024-02-16,expense,1605,inputs,cash
1,2024-02-17,income,3899,sales,cash
1,2024-02-17,expense,1762,inputs,cash
1,2024-02-18,income,3626,sales,cash
1,2024-02-18,expense,1749,inputs,cash
1,2024-02-19,income,2729,sales,cash
1,2024-02-19,expense,1828,inputs,cash
1,2024-02-19,savings_deposit,1783,group_savings,cash
1,2024-02-20,income,3069,sales,cash
1,2024-02-20,expense,1519,inputs,cash
1,2024-02-21,income,3428,sales,cash
1,2024-02-21,expense,1792,inputs,cash
1,2024-02-22,income,2992,sales,upi
1,2024-02-22,expense,1683,inputs,cash
1,2024-02-23,income,2923,sales,upi
1,2024-02-23,expense,1629,inputs,cash
1,2024-02-24,income,3123,sales,upi
1,2024-02-24,expense,1664,inputs,cash
1,2024-02-25,income,3730,sales,cash
1,2024-02-25,expense,1799,inputs,cash
1,2024-02-26,income,3759,sales,upi
1,2024-02-26,expense,1764,inputs,cash
1,2024-02-26,savings_deposit,3361,group_savings,cash
1,2024-02-27,income,2940,sales,cash
1,2024-02-27,expense,1673,inputs,cash
1,2024-02-28,income,3455,sales,cash
1,2024-02-28,expense,1559,inputs,cash
1,2024-02-29,income,3249,sales,cash
1,2024-02-29,expense,1555,inputs,cash
1,2024-03-01,income,1146,sales,cash
1,2024-03-01,expense,1750,inputs,cash
1,2024-03-02,income,1268,sales,upi
1,2024-03-02,expense,1526,inputs,cash
1,2024-03-03,income,1102,sales,upi
1,2024-03-03,expense,1652,inputs,cash
1,2024-03-04,income,1515,sales,cash
1,2024-03-04,expense,1956,inputs,cash
1,2024-03-04,savings_deposit,2198,group_savings,cash
1,2024-03-05,income,1586,sales,cash
1,2024-03-05,expense,1721,inputs,cash
1,2024-03-05,loan_repayment,3200,emi,bank
1,2024-03-06,income,1256,sales,upi
1,2024-03-06,expense,1758,inputs,cash
1,2024-03-07,income,1215,sales,upi
1,2024-03-07,expense,1566,inputs,cash
1,2024-03-08,income,1509,sales,cash
1,2024-03-08,expense,1556,inputs,cash
1,2024-03-09,income,1533,sales,cash
1,2024-03-09,expense,1770,inputs,cash
1,2024-03-10,income,1132,sales,cash
1,2024-03-10,expense,1643,inputs,cash
1,2024-03-11,income,1299,sales,upi
1,2024-03-11,expense,1797,inputs,cash
1,2024-03-11,savings_deposit,2241,group_savings,cash
1,2024-03-12,income,1314,sales,cash
1,2024-03-12,expense,1697,inputs,cash
1,2024-03-13,income,1195,sales,cash
1,2024-03-13,expense,2065,inputs,cash
1,2024-03-14,income,1395,sales,upi
1,2024-03-14,expense,1632,inputs,cash
1,2024-03-15,income,1204,sales,cash
1,2024-03-15,expense,1726,inputs,cash
1,2024-03-16,income,1229,sales,upi
1,2024-03-16,expense,1605,inputs,cash
1,2024-03-17,income,1308,sales,cash
1,2024-03-17,expense,1811,inputs,cash
1,2024-03-18,income,1066,sales,upi
1,2024-03-18,expense,1762,inputs,cash
1,2024-03-18,savings_deposit,3505,group_savings,cash
1,2024-03-19,income,969,sales,upi
1,2024-03-19,expense,1608,inputs,cash
1,2024-03-20,income,1476,sales,cash
1,2024-03-20,expense,1683,inputs,cash
1,2024-03-21,income,1195,sales,cash
1,2024-03-21,expense,1871,inputs,cash
1,2024-03-22,income,1685,sales,upi
1,2024-03-22,expense,1854,inputs,cash
1,2024-03-23,income,1658,sales,upi
1,2024-03-23,expense,1563,inputs,cash
1,2024-03-24,income,1233,sales,cash
1,2024-03-24,expense,1671,inputs,cash
1,2024-03-25,income,1726,sales,cash
1,2024-03-25,expense,1921,inputs,cash
1,2024-03-25,savings_deposit,2933,group_savings,cash
1,2024-03-26,income,1485,sales,cash
1,2024-03-26,expense,1707,inputs,cash
1,2024-03-27,income,1219,sales,upi
1,2024-03-27,expense,1736,inputs,cash
1,2024-03-28,income,884,sales,cash
1,2024-03-28,expense,1831,inputs,cash
1,2024-03-29,income,1454,sales,upi
1,2024-03-29,expense,1576,inputs,cash
1,2024-03-30,income,1340,sales,cash
1,2024-03-30,expense,1619,inputs,cash
1,2024-03-31,income,1413,sales,cash
1,2024-03-31,expense,1688,inputs,cash
1,2024-04-01,income,864,sales,cash
1,2024-04-01,expense,1852,inputs,cash
1,2024-04-01,savings_deposit,1804,group_savings,cash
1,2024-04-02,income,925,sales,upi
1,2024-04-02,expense,1829,inputs,cash
1,2024-04-03,income,1029,sales,cash
1,2024-04-03,expense,1795,inputs,cash
1,2024-04-04,income,1187,sales,upi
1,2024-04-04,expense,1700,inputs,cash
1,2024-04-05,income,1037,sales,cash
1,2024-04-05,expense,1850,inputs,cash
1,2024-04-05,loan_repayment,3200,emi,bank
1,2024-04-06,income,852,sales,upi
1,2024-04-06,expense,1715,inputs,cash
1,2024-04-07,income,877,sales,upi
1,2024-04-07,expense,1790,inputs,cash
1,2024-04-08,income,1106,sales,upi
1,2024-04-08,expense,1839,inputs,cash
1,2024-04-08,savings_deposit,2873,group_savings,cash
1,2024-04-09,income,765,sales,cash
1,2024-04-09,expense,1923,inputs,cash
1,2024-04-10,income,1001,sales,upi
1,2024-04-10,expense,1730,inputs,cash
1,2024-04-11,income,987,sales,upi
1,2024-04-11,expense,1701,inputs,cash
1,2024-04-12,income,1049,sales,upi
1,2024-04-12,expense,1873,inputs,cash
1,2024-04-13,income,1398,sales,cash
1,2024-04-13,expense,1880,inputs,cash
1,2024-04-14,income,861,sales,cash
1,2024-04-14,expense,1667,inputs,cash
1,2024-04-15,income,1032,sales,cash
1,2024-04-15,expense,1607,inputs,cash
1,2024-04-15,savings_deposit,3427,group_savings,cash
1,2024-04-16,income,968,sales,upi
1,2024-04-16,expense,1864,inputs,cash
1,2024-04-17,income,841,sales,cash
1,2024-04-17,expense,1550,inputs,cash
1,2024-04-18,income,1046,sales,upi
1,2024-04-18,expense,1544,inputs,cash
1,2024-04-19,income,1240,sales,cash
1,2024-04-19,expense,1706,inputs,cash
1,2024-04-20,income,1170,sales,upi
1,2024-04-20,expense,1737,inputs,cash
1,2024-04-21,income,616,sales,cash
1,2024-04-21,expense,1610,inputs,cash
1,2024-04-22,income,1064,sales,cash
1,2024-04-22,expense,1752,inputs,cash
1,2024-04-22,savings_deposit,2044,group_savings,cash
1,2024-04-23,income,917,sales,cash
1,2024-04-23,expense,1767,inputs,cash
1,2024-04-24,income,1259,sales,cash
1,2024-04-24,expense,1686,inputs,cash
1,2024-04-25,income,1246,sales,cash
1,2024-04-25,expense,1962,inputs,cash
1,2024-04-26,income,1157,sales,upi
1,2024-04-26,expense,1773,inputs,cash
1,2024-04-27,income,760,sales,cash
1,2024-04-27,expense,1842,inputs,cash
1,2024-04-28,income,1309,sales,cash
1,2024-04-28,expense,1557,inputs,cash
1,2024-04-29,income,1059,sales,cash
1,2024-04-29,expense,1555,inputs,cash
1,2024-04-29,savings_deposit,2344,group_savings,cash
1,2024-04-30,income,1107,sales,cash
1,2024-04-30,expense,1763,inputs,cash
1,2024-05-01,income,1916,sales,cash
1,2024-05-01,expense,1917,inputs,cash
1,2024-05-02,income,1980,sales,cash
1,2024-05-02,expense,1602,inputs,cash
1,2024-05-03,income,1747,sales,cash
1,2024-05-03,expense,1722,inputs,cash
1,2024-05-04,income,2198,sales,upi
1,2024-05-04,expense,1576,inputs,cash
1,2024-05-05,income,2005,sales,cash
1,2024-05-05,expense,1639,inputs,cash
1,2024-05-05,loan_repayment,3200,emi,bank
1,2024-05-06,income,2207,sales,upi
1,2024-05-06,expense,1733,inputs,cash
1,2024-05-06,savings_deposit,2396,group_savings,cash
1,2024-05-07,income,1902,sales,upi
1,2024-05-07,expense,1660,inputs,cash
1,2024-05-08,income,1843,sales,upi
1,2024-05-08,expense,1562,inputs,cash
1,2024-05-09,income,1998,sales,upi
1,2024-05-09,expense,1553,inputs,cash
1,2024-05-10,income,2203,sales,upi
1,2024-05-10,expense,1490,inputs,cash
1,2024-05-11,income,2095,sales,upi
1,2024-05-11,expense,1750,inputs,cash
1,2024-05-12,income,1889,sales,cash
1,2024-05-12,expense,1759,inputs,cash
1,2024-05-13,income,1717,sales,upi
1,2024-05-13,expense,1754,inputs,cash
1,2024-05-13,savings_deposit,1504,group_savings,cash
1,2024-05-14,income,2052,sales,upi
1,2024-05-14,expense,1594,inputs,cash
1,2024-05-15,income,1836,sales,upi
1,2024-05-15,expense,1799,inputs,cash
1,2024-05-16,income,1860,sales,upi
1,2024-05-16,expense,1763,inputs,cash
1,2024-05-17,income,1834,sales,cash
1,2024-05-17,expense,1699,inputs,cash
1,2024-05-18,income,1515,sales,cash
1,2024-05-18,expense,1680,inputs,cash
1,2024-05-19,income,1947,sales,upi
1,2024-05-19,expense,1628,inputs,cash
1,2024-05-20,income,2378,sales,upi
1,2024-05-20,expense,1716,inputs,cash
1,2024-05-20,savings_deposit,1691,group_savings,cash
1,2024-05-21,income,1782,sales,cash
1,2024-05-21,expense,1873,inputs,cash
1,2024-05-22,income,2485,sales,cash
1,2024-05-22,expense,1828,inputs,cash
1,2024-05-23,income,2427,sales,upi
1,2024-05-23,expense,1686,inputs,cash
1,2024-05-24,income,2072,sales,upi
1,2024-05-24,expense,1769,inputs,cash
1,2024-05-25,income,1707,sales,cash
1,2024-05-25,expense,1596,inputs,cash
1,2024-05-26,income,1926,sales,upi
1,2024-05-26,expense,1800,inputs,cash
1,2024-05-27,income,1991,sales,upi
1,2024-05-27,expense,1634,inputs,cash
1,2024-05-27,savings_deposit,2831,group_savings,cash
1,2024-05-28,income,2229,sales,cash
1,2024-05-28,expense,1801,inputs,cash
1,2024-05-29,income,2182,sales,upi
1,2024-05-29,expense,2050,inputs,cash
1,2024-05-30,income,1478,sales,cash
1,2024-05-30,expense,1666,inputs,cash
1,2024-05-31,income,2058,sales,upi
1,2024-05-31,expense,2058,inputs,cash
1,2024-06-01,income,2347,sales,upi
1,2024-06-01,expense,1798,inputs,cash
1,2024-06-02,income,2061,sales,cash
1,2024-06-02,expense,1661,inputs,cash
1,2024-06-03,income,1236,sales,cash
1,2024-06-03,expense,1656,inputs,cash
1,2024-06-03,savings_deposit,2687,group_savings,cash
1,2024-06-04,income,2162,sales,cash
1,2024-06-04,expense,1992,inputs,cash
1,2024-06-05,income,1952,sales,cash
1,2024-06-05,expense,1776,inputs,cash
1,2024-06-05,loan_repayment,3200,emi,bank
1,2024-06-06,income,2225,sales,cash
1,2024-06-06,expense,1658,inputs,cash
1,2024-06-07,income,1700,sales,cash
1,2024-06-07,expense,1692,inputs,cash
1,2024-06-08,income,1969,sales,upi
1,2024-06-08,expense,1766,inputs,cash
1,2024-06-09,income,2496,sales,cash
1,2024-06-09,expense,1711,inputs,cash
1,2024-06-10,income,1840,sales,upi
1,2024-06-10,expense,1747,inputs,cash
1,2024-06-10,savings_deposit,3013,group_savings,cash
1,2024-06-11,income,2809,sales,upi
1,2024-06-11,expense,1900,inputs,cash
1,2024-06-12,income,2408,sales,upi
1,2024-06-12,expense,1591,inputs,cash
1,2024-06-13,income,2120,sales,cash
1,2024-06-13,expense,1781,inputs,cash
1,2024-06-14,income,2041,sales,cash
1,2024-06-14,expense,1705,inputs,cash
1,2024-06-15,income,2337,sales,upi
1,2024-06-15,expense,1660,inputs,cash
1,2024-06-16,income,2745,sales,upi
1,2024-06-16,expense,1837,inputs,cash
1,2024-06-17,income,2147,sales,cash
1,2024-06-17,expense,1564,inputs,cash
1,2024-06-17,savings_deposit,3498,group_savings,cash
1,2024-06-18,income,2591,sales,upi
1,2024-06-18,expense,1464,inputs,cash
1,2024-06-19,income,1996,sales,upi
1,2024-06-19,expense,1740,inputs,cash
1,2024-06-20,income,2496,sales,upi
1,2024-06-20,expense,1699,inputs,cash
1,2024-06-21,income,2540,sales,upi
1,2024-06-21,expense,1567,inputs,cash
1,2024-06-22,income,1803,sales,upi
1,2024-06-22,expense,1529,inputs,cash
1,2024-06-23,income,2657,sales,cash
1,2024-06-23,expense,1922,inputs,cash
1,2024-06-24,income,2187,sales,upi
1,2024-06-24,expense,1769,inputs,cash
1,2024-06-24,savings_deposit,2311,group_savings,cash
1,2024-06-25,income,2294,sales,upi
1,2024-06-25,expense,1721,inputs,cash
1,2024-06-26,income,1679,sales,upi
1,2024-06-26,expense,1953,inputs,cash
1,2024-06-27,income,2575,sales,upi
1,2024-06-27,expense,1823,inputs,cash
1,2024-06-28,income,2422,sales,upi
1,2024-06-28,expense,1916,inputs,cash
1,2024-06-29,income,1581,sales,upi
1,2024-06-29,expense,1596,inputs,cash
1,2024-06-30,income,2030,sales,cash
1,2024-06-30,expense,1597,inputs,cash
1,2024-07-01,income,2419,sales,upi
1,2024-07-01,expense,1794,inputs,cash
1,2024-07-01,savings_deposit,2629,group_savings,cash
1,2024-07-02,income,2123,sales,cash
1,2024-07-02,expense,1768,inputs,cash
1,2024-07-03,income,2524,sales,upi
1,2024-07-03,expense,1856,inputs,cash
1,2024-07-04,income,3086,sales,upi
1,2024-07-04,expense,1542,inputs,cash
1,2024-07-05,income,3069,sales,cash
1,2024-07-05,expense,1797,inputs,cash
1,2024-07-05,loan_repayment,3200,emi,bank
1,2024-07-06,income,2986,sales,upi
1,2024-07-06,expense,1825,inputs,cash
1,2024-07-07,income,2753,sales,upi
1,2024-07-07,expense,1817,inputs,cash
1,2024-07-08,income,2866,sales,cash
1,2024-07-08,expense,1667,inputs,cash
1,2024-07-08,savings_deposit,2670,group_savings,cash
1,2024-07-09,income,2688,sales,cash
1,2024-07-09,expense,1767,inputs,cash
1,2024-07-10,income,2278,sales,upi
1,2024-07-10,expense,1632,inputs,cash
1,2024-07-11,income,2360,sales,upi
1,2024-07-11,expense,1677,inputs,cash
1,2024-07-12,income,2464,sales,upi
1,2024-07-12,expense,1597,inputs,cash
1,2024-07-13,income,3162,sales,upi
1,2024-07-13,expense,1635,inputs,cash
1,2024-07-14,income,3050,sales,upi
1,2024-07-14,expense,1691,inputs,cash
1,2024-07-15,income,2294,sales,upi
1,2024-07-15,expense,1661,inputs,cash
1,2024-07-15,savings_deposit,2388,group_savings,cash
1,2024-07-16,income,2688,sales,upi
1,2024-07-16,expense,1637,inputs,cash
1,2024-07-17,income,2537,sales,upi
1,2024-07-17,expense,1573,inputs,cash
1,2024-07-18,income,2623,sales,upi
1,2024-07-18,expense,1929,inputs,cash
1,2024-07-19,income,2497,sales,cash
1,2024-07-19,expense,1655,inputs,cash
1,2024-07-20,income,3175,sales,upi
1,2024-07-20,expense,1735,inputs,cash
1,2024-07-21,income,2672,sales,cash
1,2024-07-21,expense,1509,inputs,cash
1,2024-07-22,income,2754,sales,upi
1,2024-07-22,expense,1838,inputs,cash
1,2024-07-22,savings_deposit,1647,group_savings,cash
1,2024-07-23,income,2757,sales,cash
1,2024-07-23,expense,1710,inputs,cash
1,2024-07-24,income,2321,sales,cash
1,2024-07-24,expense,1650,inputs,cash
1,2024-07-25,income,2724,sales,upi
1,2024-07-25,expense,1661,inputs,cash
1,2024-07-26,income,3073,sales,upi
1,2024-07-26,expense,1804,inputs,cash
1,2024-07-27,income,3218,sales,cash
1,2024-07-27,expense,1392,inputs,cash
1,2024-07-28,income,2298,sales,upi
1,2024-07-28,expense,1627,inputs,cash
1,2024-07-29,income,2163,sales,upi
1,2024-07-29,expense,1702,inputs,cash
1,2024-07-29,savings_deposit,1695,group_savings,cash
1,2024-07-30,income,2723,sales,upi
1,2024-07-30,expense,1691,inputs,cash
1,2024-07-31,income,3084,sales,cash
1,2024-07-31,expense,1987,inputs,cash
1,2024-08-01,income,2986,sales,cash
1,2024-08-01,expense,1672,inputs,cash
1,2024-08-02,income,3098,sales,upi
1,2024-08-02,expense,1824,inputs,cash
1,2024-08-03,income,2343,sales,upi
1,2024-08-03,expense,1917,inputs,cash
1,2024-08-04,income,2635,sales,upi
1,2024-08-04,expense,1787,inputs,cash
1,2024-08-05,income,2034,sales,cash
1,2024-08-05,expense,1642,inputs,cash
1,2024-08-05,savings_deposit,3271,group_savings,cash
1,2024-08-05,loan_repayment,3200,emi,bank
1,2024-08-06,income,2795,sales,upi
1,2024-08-06,expense,1586,inputs,cash
1,2024-08-07,income,2052,sales,cash
1,2024-08-07,expense,1819,inputs,cash
1,2024-08-08,income,3350,sales,upi
1,2024-08-08,expense,1916,inputs,cash
1,2024-08-09,income,3442,sales,cash
1,2024-08-09,expense,1790,inputs,cash
1,2024-08-10,income,2908,sales,upi
1,2024-08-10,expense,1867,inputs,cash
1,2024-08-11,income,2301,sales,upi
1,2024-08-11,expense,2016,inputs,cash
1,2024-08-12,income,3004,sales,upi
1,2024-08-12,expense,1829,inputs,cash
1,2024-08-12,savings_deposit,3191,group_savings,cash
1,2024-08-13,income,3566,sales,upi
1,2024-08-13,expense,1618,inputs,cash
1,2024-08-14,income,3042,sales,upi
1,2024-08-14,expense,1737,inputs,cash
1,2024-08-15,income,3307,sales,cash
1,2024-08-15,expense,1886,inputs,cash
1,2024-08-16,income,2692,sales,cash
1,2024-08-16,expense,1706,inputs,cash
1,2024-08-17,income,2541,sales,upi
1,2024-08-17,expense,1901,inputs,cash
1,2024-08-18,income,2840,sales,upi
1,2024-08-18,expense,1728,inputs,cash
1,2024-08-19,income,2149,sales,cash
1,2024-08-19,expense,1780,inputs,cash
1,2024-08-19,savings_deposit,1773,group_savings,cash
1,2024-08-20,income,3711,sales,upi
1,2024-08-20,expense,1709,inputs,cash
1,2024-08-21,income,2912,sales,upi
1,2024-08-21,expense,1762,inputs,cash
1,2024-08-22,income,3191,sales,upi
1,2024-08-22,expense,1767,inputs,cash
1,2024-08-23,income,2690,sales,cash
1,2024-08-23,expense,1562,inputs,cash
1,2024-08-24,income,2288,sales,cash
1,2024-08-24,expense,1683,inputs,cash
1,2024-08-25,income,3384,sales,upi
1,2024-08-25,expense,1596,inputs,cash
1,2024-08-26,income,2438,sales,cash
1,2024-08-26,expense,1697,inputs,cash
1,2024-08-26,savings_deposit,2678,group_savings,cash
1,2024-08-27,income,2978,sales,cash
1,2024-08-27,expense,1645,inputs,cash
1,2024-08-28,income,3021,sales,upi
1,2024-08-28,expense,1845,inputs,cash
1,2024-08-29,income,2884,sales,upi
1,2024-08-29,expense,1846,inputs,cash
1,2024-08-30,income,2572,sales,cash
1,2024-08-30,expense,1797,inputs,cash
1,2024-08-31,income,2809,sales,cash
1,2024-08-31,expense,1590,inputs,cash
1,2024-09-01,income,2650,sales,upi
1,2024-09-01,expense,1711,inputs,cash
1,2024-09-02,income,3333,sales,upi
1,2024-09-02,expense,1567,inputs,cash
1,2024-09-02,savings_deposit,2189,group_savings,cash
1,2024-09-03,income,3233,sales,upi
1,2024-09-03,expense,1706,inputs,cash
1,2024-09-04,income,3009,sales,upi
1,2024-09-04,expense,1787,inputs,cash
1,2024-09-05,income,2794,sales,upi
1,2024-09-05,expense,1822,inputs,cash
1,2024-09-05,loan_repayment,3200,emi,bank
1,2024-09-06,income,3854,sales,upi
1,2024-09-06,expense,1778,inputs,cash
1,2024-09-07,income,2514,sales,cash
1,2024-09-07,expense,1860,inputs,cash
1,2024-09-08,income,2424,sales,cash
1,2024-09-08,expense,1752,inputs,cash
1,2024-09-09,income,3002,sales,upi
1,2024-09-09,expense,1704,inputs,cash
1,2024-09-09,savings_deposit,1640,group_savings,cash
1,2024-09-10,income,2925,sales,upi
1,2024-09-10,expense,1832,inputs,cash
1,2024-09-11,income,3468,sales,upi
1,2024-09-11,expense,1828,inputs,cash
1,2024-09-12,income,3290,sales,cash
1,2024-09-12,expense,1667,inputs,cash
1,2024-09-13,income,3062,sales,upi
1,2024-09-13,expense,1768,inputs,cash
1,2024-09-14,income,3258,sales,cash
1,2024-09-14,expense,1705,inputs,cash
1,2024-09-15,income,3251,sales,upi
1,2024-09-15,expense,1511,inputs,cash
1,2024-09-16,income,3896,sales,cash
1,2024-09-16,expense,1779,inputs,cash
1,2024-09-16,savings_deposit,3029,group_savings,cash
1,2024-09-17,income,3169,sales,cash
1,2024-09-17,expense,1590,inputs,cash
1,2024-09-18,income,2789,sales,cash
1,2024-09-18,expense,1773,inputs,cash
1,2024-09-19,income,3148,sales,upi
1,2024-09-19,expense,1570,inputs,cash
1,2024-09-20,income,2019,sales,upi
1,2024-09-20,expense,1656,inputs,cash
1,2024-09-21,income,3049,sales,upi
1,2024-09-21,expense,1685,inputs,cash
1,2024-09-22,income,3506,sales,cash
1,2024-09-22,expense,1868,inputs,cash
1,2024-09-23,income,3310,sales,cash
1,2024-09-23,expense,1683,inputs,cash
1,2024-09-23,savings_deposit,2459,group_savings,cash
1,2024-09-24,income,3190,sales,cash
1,2024-09-24,expense,1621,inputs,cash
1,2024-09-25,income,3330,sales,upi
1,2024-09-25,expense,1781,inputs,cash
1,2024-09-26,income,3512,sales,upi
1,2024-09-26,expense,1711,inputs,cash
1,2024-09-27,income,3632,sales,cash
1,2024-09-27,expense,1834,inputs,cash
1,2024-09-28,income,3243,sales,upi
1,2024-09-28,expense,1634,inputs,cash
1,2024-09-29,income,2939,sales,upi
1,2024-09-29,expense,1777,inputs,cash
1,2024-09-30,income,2149,sales,cash
1,2024-09-30,expense,2031,inputs,cash
1,2024-09-30,savings_deposit,2548,group_savings,cash
1,2024-10-01,income,3637,sales,upi
1,2024-10-01,expense,1727,inputs,cash
1,2024-10-02,income,3435,sales,upi
1,2024-10-02,expense,1767,inputs,cash
1,2024-10-03,income,3292,sales,upi
1,2024-10-03,expense,1550,inputs,cash
1,2024-10-04,income,2940,sales,cash
1,2024-10-04,expense,1646,inputs,cash
1,2024-10-05,income,3634,sales,cash
1,2024-10-05,expense,1793,inputs,cash
1,2024-10-05,loan_repayment,3200,emi,bank
1,2024-10-06,income,3121,sales,upi
1,2024-10-06,expense,1706,inputs,cash
1,2024-10-07,income,3207,sales,cash
1,2024-10-07,expense,1804,inputs,cash
1,2024-10-07,savings_deposit,3071,group_savings,cash
1,2024-10-08,income,3215,sales,cash
1,2024-10-08,expense,1778,inputs,cash
1,2024-10-09,income,3428,sales,cash
1,2024-10-09,expense,1591,inputs,cash
1,2024-10-10,income,2742,sales,upi
1,2024-10-10,expense,1861,inputs,cash
1,2024-10-11,income,3468,sales,cash
1,2024-10-11,expense,1606,inputs,cash
1,2024-10-12,income,2936,sales,upi
1,2024-10-12,expense,1663,inputs,cash
1,2024-10-13,income,2952,sales,upi
1,2024-10-13,expense,1775,inputs,cash
1,2024-10-14,income,3605,sales,upi
1,2024-10-14,expense,1924,inputs,cash
1,2024-10-14,savings_deposit,2396,group_savings,cash
1,2024-10-15,income,2808,sales,upi
1,2024-10-15,expense,1646,inputs,cash
1,2024-10-16,income,3596,sales,cash
1,2024-10-16,expense,1774,inputs,cash
1,2024-10-17,income,3277,sales,upi
1,2024-10-17,expense,1782,inputs,cash
1,2024-10-18,income,2542,sales,upi
1,2024-10-18,expense,1841,inputs,cash
1,2024-10-19,income,3800,sales,cash
1,2024-10-19,expense,1901,inputs,cash
1,2024-10-20,income,3358,sales,upi
1,2024-10-20,expense,1728,inputs,cash
1,2024-10-21,income,3394,sales,upi
1,2024-10-21,expense,1892,inputs,cash
1,2024-10-21,savings_deposit,3198,group_savings,cash
1,2024-10-22,income,3651,sales,cash
1,2024-10-22,expense,1928,inputs,cash
1,2024-10-23,income,3849,sales,cash
1,2024-10-23,expense,1989,inputs,cash
1,2024-10-24,income,3298,sales,upi
1,2024-10-24,expense,1849,inputs,cash
1,2024-10-25,income,3481,sales,upi
1,2024-10-25,expense,1817,inputs,cash
